time, m1, m2
1151, 0.140, 0.840
1152, 0.140, 0.840
1153, 0.140, 0.840
1154, 0.140, 0.840
1155, 0.140, 0.840
1156, 0.140, 0.840
1157, 0.140, 0.840
1158, 0.140, 0.840
1159, 0.140, 0.840
1160, 0.140, 0.840
1161, 0.140, 0.840
1162, 0.140, 0.840
1163, 0.140, 0.840
1164, 0.140, 0.840
1165, 0.140, 0.840
1166, 0.140, 0.840
1167, 0.140, 0.840
1168, 0.140, 0.840
1169, 0.140, 0.840
1170, 0.140, 0.840
1171, 0.140, 0.840
1172, 0.140, 0.840
1173, 0.140, 0.840
1174, 0.140, 0.840
1175, 0.140, 0.840
1176, 0.140, 0.840
1177, 0.140, 0.840
1178, 0.140, 0.840
1179, 0.140, 0.840
1180, 0.140, 0.840
1181, 0.140, 0.840
1182, 0.140, 0.840
1183, 0.140, 0.840
1184, 0.140, 0.840
1185, 0.140, 0.840
1186, 0.140, 0.840
1187, 0.140, 0.840
1188, 0.140, 0.840
1189, 0.140, 0.840
1190, 0.140, 0.840
1191, 0.140, 0.840
1192, 0.140, 0.840
1193, 0.140, 0.840
1194, 0.140, 0.840
1195, 0.140, 0.840
1196, 0.140, 0.840
1197, 0.140, 0.840
1198, 0.140, 0.840
1199, 0.140, 0.840
1200, 0.140, 0.840
1201, 0.140, 0.840
1202, 0.140, 0.840
1203, 0.140, 0.840
1204, 0.140, 0.840
1205, 0.140, 0.840
1206, 0.140, 0.840
1207, 0.140, 0.840
1208, 0.140, 0.840
1209, 0.140, 0.840
1210, 0.140, 0.840
1211, 0.140, 0.840
1212, 0.140, 0.840
1213, 0.140, 0.840
1214, 0.140, 0.840
1215, 0.140, 0.840
1216, 0.140, 0.840
1217, 0.140, 0.840
1218, 0.140, 0.840
1219, 0.140, 0.840
1220, 0.140, 0.840
1221, 0.140, 0.840
1222, 0.140, 0.840
1223, 0.140, 0.840
1224, 0.140, 0.840
1225, 0.140, 0.840
1226, 0.140, 0.840
1227, 0.140, 0.840
1228, 0.140, 0.840
1229, 0.140, 0.840
1230, 0.140, 0.840
1231, 0.140, 0.840
1232, 0.140, 0.840
1233, 0.140, 0.840
1234, 0.140, 0.840
1235, 0.140, 0.840
1236, 0.140, 0.840
1237, 0.140, 0.840
1238, 0.140, 0.840
1239, 0.140, 0.840
1240, 0.140, 0.840
1241, 0.140, 0.840
1242, 0.140, 0.840
1243, 0.140, 0.840
1244, 0.140, 0.840
1245, 0.140, 0.840
1246, 0.140, 0.840
1247, 0.140, 0.840
1248, 0.140, 0.840
1249, 0.140, 0.840
1250, 0.140, 0.840
1251, 0.140, 0.840
1252, 0.140, 0.840
1253, 0.140, 0.840
1254, 0.140, 0.840
1255, 0.140, 0.840
1256, 0.140, 0.840
1257, 0.140, 0.840
1258, 0.140, 0.840
1259, 0.140, 0.840
1260, 0.140, 0.840
1261, 0.140, 0.840
1262, 0.140, 0.840
1263, 0.140, 0.840
1264, 0.140, 0.840
1265, 0.140, 0.840
1266, 0.140, 0.840
1267, 0.140, 0.840
1268, 0.140, 0.840
1269, 0.140, 0.840
1270, 0.140, 0.840
1271, 0.140, 0.840
1272, 0.140, 0.840
1273, 0.140, 0.840
1274, 0.140, 0.840
1275, 0.140, 0.840
1276, 0.140, 0.840
1277, 0.140, 0.840
1278, 0.140, 0.840
1279, 0.140, 0.840
1280, 0.140, 0.840
1281, 0.140, 0.840
1282, 0.140, 0.840
1283, 0.140, 0.840
1284, 0.140, 0.840
1285, 0.140, 0.840
1286, 0.140, 0.840
1287, 0.140, 0.840
1288, 0.140, 0.840
1289, 0.140, 0.840
1290, 0.140, 0.840
1291, 0.140, 0.840
1292, 0.140, 0.840
1293, 0.140, 0.840
1294, 0.140, 0.840
1295, 0.140, 0.840
1296, 0.140, 0.840
1297, 0.140, 0.840
1298, 0.140, 0.840
1299, 0.140, 0.840
1300, 0.140, 0.840
1301, 0.140, 0.840
1302, 0.140, 0.840
1303, 0.140, 0.840
1304, 0.140, 0.840
1305, 0.140, 0.840
1306, 0.140, 0.840
1307, 0.140, 0.840
1308, 0.140, 0.840
1309, 0.140, 0.840
1310, 0.140, 0.840
1311, 0.140, 0.840
1312, 0.140, 0.840
1313, 0.140, 0.840
1314, 0.140, 0.840
1315, 0.140, 0.840
1316, 0.140, 0.840
1317, 0.140, 0.840
1318, 0.140, 0.840
1319, 0.140, 0.840
1320, 0.140, 0.840
1321, 0.140, 0.840
1322, 0.140, 0.840
1323, 0.140, 0.840
1324, 0.140, 0.840
1325, 0.140, 0.840
1326, 0.140, 0.840
1327, 0.140, 0.840
1328, 0.140, 0.840
1329, 0.140, 0.840
1330, 0.140, 0.840
1331, 0.140, 0.840
1332, 0.140, 0.840
1333, 0.140, 0.840
1334, 0.140, 0.840
1335, 0.140, 0.840
1336, 0.140, 0.840
1337, 0.140, 0.840
1338, 0.140, 0.840
1339, 0.140, 0.840
1340, 0.140, 0.840
1341, 0.140, 0.840
1342, 0.140, 0.840
1343, 0.140, 0.840
1344, 0.140, 0.840
1345, 0.140, 0.840
1346, 0.140, 0.840
1347, 0.140, 0.840
1348, 0.140, 0.840
1349, 0.140, 0.840
1350, 0.140, 0.840
1351, 0.140, 0.840
1352, 0.140, 0.840
1353, 0.140, 0.840
1354, 0.140, 0.840
1355, 0.140, 0.840
1356, 0.140, 0.840
1357, 0.140, 0.840
1358, 0.140, 0.840
1359, 0.140, 0.840
1360, 0.140, 0.840
1361, 0.140, 0.840
1362, 0.140, 0.840
1363, 0.140, 0.840
1364, 0.140, 0.840
1365, 0.140, 0.840
1366, 0.140, 0.840
1367, 0.140, 0.840
1368, 0.140, 0.840
1369, 0.140, 0.840
1370, 0.140, 0.840
1371, 0.140, 0.840
1372, 0.140, 0.840
1373, 0.140, 0.840
1374, 0.140, 0.840
1375, 0.140, 0.840
1376, 0.140, 0.840
1377, 0.140, 0.840
1378, 0.140, 0.840
1379, 0.140, 0.840
1380, 0.140, 0.840
1381, 0.140, 0.840
1382, 0.140, 0.840
1383, 0.140, 0.840
1384, 0.140, 0.840
1385, 0.140, 0.840
1386, 0.140, 0.840
1387, 0.140, 0.840
1388, 0.140, 0.840
1389, 0.140, 0.840
1390, 0.140, 0.840
1391, 0.140, 0.840
1392, 0.140, 0.840
1393, 0.140, 0.840
1394, 0.140, 0.840
1395, 0.140, 0.840
1396, 0.140, 0.840
1397, 0.140, 0.840
1398, 0.140, 0.840
1399, 0.140, 0.840
1400, 0.140, 0.840
1401, 0.140, 0.840
1402, 0.140, 0.840
1403, 0.140, 0.840
1404, 0.140, 0.840
1405, 0.140, 0.840
1406, 0.140, 0.840
1407, 0.140, 0.840
1408, 0.140, 0.840
1409, 0.140, 0.840
1410, 0.140, 0.840
1411, 0.140, 0.840
1412, 0.140, 0.840
1413, 0.140, 0.840
1414, 0.140, 0.840
1415, 0.140, 0.840
1416, 0.140, 0.840
1417, 0.140, 0.840
1418, 0.140, 0.840
1419, 0.140, 0.840
1420, 0.140, 0.840
1421, 0.140, 0.840
1422, 0.140, 0.840
1423, 0.140, 0.840
1424, 0.140, 0.840
1425, 0.140, 0.840
1426, 0.140, 0.840
1427, 0.140, 0.840
1428, 0.140, 0.840
1429, 0.140, 0.840
1430, 0.140, 0.840
1431, 0.140, 0.840
1432, 0.140, 0.840
1433, 0.140, 0.840
1434, 0.140, 0.840
1435, 0.140, 0.840
1436, 0.140, 0.840
1437, 0.140, 0.840
1438, 0.140, 0.840
1439, 0.140, 0.840
1440, 0.140, 0.840
1441, 0.140, 0.840
1442, 0.140, 0.840
1443, 0.140, 0.840
1444, 0.140, 0.840
1445, 0.140, 0.840
1446, 0.140, 0.840
1447, 0.140, 0.840
1448, 0.140, 0.840
1449, 0.140, 0.840
1450, 0.140, 0.840
1451, 0.140, 0.840
1452, 0.140, 0.840
1453, 0.140, 0.840
1454, 0.140, 0.840
1455, 0.140, 0.840
1456, 0.140, 0.840
1457, 0.140, 0.840
1458, 0.140, 0.840
1459, 0.140, 0.840
1460, 0.140, 0.840
1461, 0.140, 0.840
1462, 0.140, 0.840
1463, 0.140, 0.840
1464, 0.140, 0.840
1465, 0.140, 0.840
1466, 0.140, 0.840
1467, 0.140, 0.840
1468, 0.140, 0.840
1469, 0.140, 0.840
1470, 0.140, 0.840
1471, 0.140, 0.840
1472, 0.140, 0.840
1473, 0.140, 0.840
1474, 0.140, 0.840
1475, 0.140, 0.840
1476, 0.140, 0.840
1477, 0.140, 0.840
1478, 0.140, 0.840
1479, 0.140, 0.840
1480, 0.140, 0.840
1481, 0.140, 0.840
1482, 0.140, 0.840
1483, 0.140, 0.840
1484, 0.140, 0.840
1485, 0.140, 0.840
1486, 0.140, 0.840
1487, 0.140, 0.840
1488, 0.140, 0.840
1489, 0.140, 0.840
1490, 0.140, 0.840
1491, 0.140, 0.840
1492, 0.140, 0.840
1493, 0.140, 0.840
1494, 0.140, 0.840
1495, 0.140, 0.840
1496, 0.140, 0.840
1497, 0.140, 0.840
1498, 0.140, 0.840
1499, 0.140, 0.840
1500, 0.140, 0.840
1501, 0.140, 0.840
1502, 0.140, 0.840
1503, 0.140, 0.840
1504, 0.140, 0.840
1505, 0.140, 0.840
1506, 0.140, 0.840
1507, 0.140, 0.840
1508, 0.140, 0.840
1509, 0.140, 0.840
1510, 0.140, 0.840
1511, 0.140, 0.840
1512, 0.140, 0.840
1513, 0.140, 0.840
1514, 0.140, 0.840
1515, 0.140, 0.840
1516, 0.140, 0.840
1517, 0.140, 0.840
1518, 0.140, 0.840
1519, 0.140, 0.840
1520, 0.140, 0.840
1521, 0.140, 0.840
1522, 0.140, 0.840
1523, 0.140, 0.840
1524, 0.140, 0.840
1525, 0.140, 0.840
1526, 0.140, 0.840
1527, 0.140, 0.840
1528, 0.140, 0.840
1529, 0.140, 0.840
1530, 0.140, 0.840
1531, 0.140, 0.840
1532, 0.140, 0.840
1533, 0.140, 0.840
1534, 0.140, 0.840
1535, 0.140, 0.840
1536, 0.140, 0.840
1537, 0.140, 0.840
1538, 0.140, 0.840
1539, 0.140, 0.840
1540, 0.140, 0.840
1541, 0.140, 0.840
1542, 0.140, 0.840
1543, 0.140, 0.840
1544, 0.140, 0.840
1545, 0.140, 0.840
1546, 0.140, 0.840
1547, 0.140, 0.840
1548, 0.140, 0.840
1549, 0.140, 0.840
1550, 0.140, 0.840
1551, 0.140, 0.840
1552, 0.140, 0.840
1553, 0.140, 0.840
1554, 0.140, 0.840
1555, 0.140, 0.840
1556, 0.140, 0.840
1557, 0.140, 0.840
1558, 0.140, 0.840
1559, 0.140, 0.840
1560, 0.140, 0.840
1561, 0.140, 0.840
1562, 0.140, 0.840
1563, 0.140, 0.840
1564, 0.140, 0.840
1565, 0.140, 0.840
1566, 0.140, 0.840
1567, 0.140, 0.840
1568, 0.140, 0.840
1569, 0.140, 0.840
1570, 0.140, 0.840
1571, 0.140, 0.840
1572, 0.140, 0.840
1573, 0.140, 0.840
1574, 0.140, 0.840
1575, 0.140, 0.840
1576, 0.140, 0.840
1577, 0.140, 0.840
1578, 0.140, 0.840
1579, 0.140, 0.840
1580, 0.140, 0.840
1581, 0.140, 0.840
1582, 0.140, 0.840
1583, 0.140, 0.840
1584, 0.140, 0.840
1585, 0.140, 0.840
1586, 0.140, 0.840
1587, 0.140, 0.840
1588, 0.140, 0.840
1589, 0.140, 0.840
1590, 0.140, 0.840
1591, 0.140, 0.840
1592, 0.140, 0.840
1593, 0.140, 0.840
1594, 0.140, 0.840
1595, 0.140, 0.840
1596, 0.140, 0.840
1597, 0.140, 0.840
1598, 0.140, 0.840
1599, 0.140, 0.840
1600, 0.140, 0.840
1601, 0.140, 0.840
1602, 0.140, 0.840
1603, 0.140, 0.840
1604, 0.140, 0.840
1605, 0.140, 0.840
1606, 0.140, 0.840
1607, 0.140, 0.840
1608, 0.140, 0.840
1609, 0.140, 0.840
1610, 0.140, 0.840
1611, 0.140, 0.840
1612, 0.140, 0.840
1613, 0.140, 0.840
1614, 0.140, 0.840
1615, 0.140, 0.840
1616, 0.140, 0.840
1617, 0.140, 0.840
1618, 0.140, 0.840
1619, 0.140, 0.840
1620, 0.140, 0.840
1621, 0.140, 0.840
1622, 0.140, 0.840
1623, 0.140, 0.840
1624, 0.140, 0.840
1625, 0.140, 0.840
1626, 0.140, 0.840
1627, 0.140, 0.840
1628, 0.140, 0.840
1629, 0.140, 0.840
1630, 0.140, 0.840
1631, 0.140, 0.840
1632, 0.140, 0.840
1633, 0.140, 0.840
1634, 0.140, 0.840
1635, 0.140, 0.840
1636, 0.140, 0.840
1637, 0.140, 0.840
1638, 0.140, 0.840
1639, 0.140, 0.840
1640, 0.140, 0.840
1641, 0.140, 0.840
1642, 0.140, 0.840
1643, 0.140, 0.840
1644, 0.140, 0.840
1645, 0.140, 0.840
1646, 0.140, 0.840
1647, 0.140, 0.840
1648, 0.140, 0.840
1649, 0.140, 0.840
1650, 0.140, 0.840
1651, 0.140, 0.840
1652, 0.140, 0.840
1653, 0.140, 0.840
1654, 0.140, 0.840
1655, 0.140, 0.840
1656, 0.140, 0.840
1657, 0.140, 0.840
1658, 0.140, 0.840
1659, 0.140, 0.840
1660, 0.140, 0.840
1661, 0.140, 0.840
1662, 0.140, 0.840
1663, 0.140, 0.840
1664, 0.140, 0.840
1665, 0.140, 0.840
1666, 0.140, 0.840
1667, 0.140, 0.840
1668, 0.140, 0.840
1669, 0.140, 0.840
1670, 0.140, 0.840
1671, 0.140, 0.840
1672, 0.140, 0.840
1673, 0.140, 0.840
1674, 0.140, 0.840
1675, 0.140, 0.840
1676, 0.140, 0.840
1677, 0.140, 0.840
1678, 0.140, 0.840
1679, 0.140, 0.840
1680, 0.140, 0.840
1681, 0.140, 0.840
1682, 0.140, 0.840
1683, 0.140, 0.840
1684, 0.140, 0.840
1685, 0.140, 0.840
1686, 0.140, 0.840
1687, 0.140, 0.840
1688, 0.140, 0.840
1689, 0.140, 0.840
1690, 0.140, 0.840
1691, 0.140, 0.840
1692, 0.140, 0.840
1693, 0.140, 0.840
1694, 0.140, 0.840
1695, 0.140, 0.840
1696, 0.140, 0.840
1697, 0.140, 0.840
1698, 0.140, 0.840
1699, 0.140, 0.840
1700, 0.140, 0.840
1701, 0.140, 0.840
1702, 0.140, 0.840
1703, 0.140, 0.840
1704, 0.140, 0.840
1705, 0.140, 0.840
1706, 0.140, 0.840
1707, 0.140, 0.840
1708, 0.140, 0.840
1709, 0.140, 0.840
1710, 0.140, 0.840
1711, 0.140, 0.840
1712, 0.140, 0.840
1713, 0.140, 0.840
1714, 0.140, 0.840
1715, 0.140, 0.840
1716, 0.140, 0.840
1717, 0.140, 0.840
1718, 0.140, 0.840
1719, 0.140, 0.840
1720, 0.140, 0.840
1721, 0.140, 0.840
1722, 0.140, 0.840
1723, 0.140, 0.840
1724, 0.140, 0.840
1725, 0.140, 0.840
1726, 0.140, 0.840
1727, 0.140, 0.840
1728, 0.140, 0.840
1729, 0.140, 0.840
1730, 0.140, 0.840
1731, 0.140, 0.840
1732, 0.140, 0.840
1733, 0.140, 0.840
1734, 0.140, 0.840
1735, 0.140, 0.840
1736, 0.140, 0.840
1737, 0.140, 0.840
1738, 0.140, 0.840
1739, 0.140, 0.840
1740, 0.140, 0.840
1741, 0.140, 0.840
1742, 0.140, 0.840
1743, 0.140, 0.840
1744, 0.140, 0.840
1745, 0.140, 0.840
1746, 0.140, 0.840
1747, 0.140, 0.840
1748, 0.140, 0.840
1749, 0.140, 0.840
1750, 0.140, 0.840
1751, 0.140, 0.840
1752, 0.140, 0.840
1753, 0.140, 0.840
1754, 0.140, 0.840
1755, 0.140, 0.840
1756, 0.140, 0.840
1757, 0.140, 0.840
1758, 0.140, 0.840
1759, 0.140, 0.840
1760, 0.140, 0.840
1761, 0.140, 0.840
1762, 0.140, 0.840
1763, 0.140, 0.840
1764, 0.140, 0.840
1765, 0.140, 0.840
1766, 0.140, 0.840
1767, 0.140, 0.840
1768, 0.140, 0.840
1769, 0.140, 0.840
1770, 0.140, 0.840
1771, 0.140, 0.840
1772, 0.140, 0.840
1773, 0.140, 0.840
1774, 0.140, 0.840
1775, 0.140, 0.840
1776, 0.140, 0.840
1777, 0.140, 0.840
1778, 0.140, 0.840
1779, 0.140, 0.840
1780, 0.140, 0.840
1781, 0.140, 0.840
1782, 0.140, 0.840
1783, 0.140, 0.840
1784, 0.140, 0.840
1785, 0.140, 0.840
1786, 0.140, 0.840
1787, 0.140, 0.840
1788, 0.140, 0.840
1789, 0.140, 0.840
1790, 0.140, 0.840
1791, 0.140, 0.840
1792, 0.140, 0.840
1793, 0.140, 0.840
1794, 0.140, 0.840
1795, 0.140, 0.840
1796, 0.140, 0.840
1797, 0.140, 0.840
1798, 0.140, 0.840
1799, 0.140, 0.840
1800, 0.140, 0.840
1801, 0.140, 0.840
1802, 0.140, 0.840
1803, 0.140, 0.840
1804, 0.140, 0.840
1805, 0.140, 0.840
1806, 0.140, 0.840
1807, 0.140, 0.840
1808, 0.140, 0.840
1809, 0.140, 0.840
1810, 0.140, 0.840
1811, 0.140, 0.840
1812, 0.140, 0.840
1813, 0.140, 0.840
1814, 0.140, 0.840
1815, 0.140, 0.840
1816, 0.140, 0.840
1817, 0.140, 0.840
1818, 0.140, 0.840
1819, 0.140, 0.840
1820, 0.140, 0.840
1821, 0.140, 0.840
1822, 0.140, 0.840
1823, 0.140, 0.840
1824, 0.140, 0.840
1825, 0.140, 0.840
1826, 0.140, 0.840
1827, 0.140, 0.840
1828, 0.140, 0.840
1829, 0.140, 0.840
1830, 0.140, 0.840
1831, 0.140, 0.840
1832, 0.140, 0.840
1833, 0.140, 0.840
1834, 0.140, 0.840
1835, 0.140, 0.840
1836, 0.140, 0.840
1837, 0.140, 0.840
1838, 0.140, 0.840
1839, 0.140, 0.840
1840, 0.140, 0.840
1841, 0.140, 0.840
1842, 0.140, 0.840
1843, 0.140, 0.840
1844, 0.140, 0.840
1845, 0.140, 0.840
1846, 0.140, 0.840
1847, 0.140, 0.840
1848, 0.140, 0.840
1849, 0.140, 0.840
1850, 0.140, 0.840
1851, 0.140, 0.840
1852, 0.140, 0.840
1853, 0.140, 0.840
1854, 0.140, 0.840
1855, 0.140, 0.840
1856, 0.140, 0.840
1857, 0.140, 0.840
1858, 0.140, 0.840
1859, 0.140, 0.840
1860, 0.140, 0.840
1861, 0.140, 0.840
1862, 0.140, 0.840
1863, 0.140, 0.840
1864, 0.140, 0.840
1865, 0.140, 0.840
1866, 0.140, 0.840
1867, 0.140, 0.840
1868, 0.140, 0.840
1869, 0.140, 0.840
1870, 0.140, 0.840
1871, 0.140, 0.840
1872, 0.140, 0.840
1873, 0.140, 0.840
1874, 0.140, 0.840
1875, 0.140, 0.840
1876, 0.140, 0.840
1877, 0.140, 0.840
1878, 0.140, 0.840
1879, 0.140, 0.840
1880, 0.140, 0.840
1881, 0.140, 0.840
1882, 0.140, 0.840
1883, 0.140, 0.840
1884, 0.140, 0.840
1885, 0.140, 0.840
1886, 0.140, 0.840
1887, 0.140, 0.840
1888, 0.140, 0.840
1889, 0.140, 0.840
1890, 0.140, 0.840
1891, 0.140, 0.840
1892, 0.140, 0.840
1893, 0.140, 0.840
1894, 0.140, 0.840
1895, 0.140, 0.840
1896, 0.140, 0.840
1897, 0.140, 0.840
1898, 0.140, 0.840
1899, 0.140, 0.840
1900, 0.140, 0.840
1901, 0.140, 0.840
1902, 0.140, 0.840
1903, 0.140, 0.840
1904, 0.140, 0.840
1905, 0.140, 0.840
1906, 0.140, 0.840
1907, 0.140, 0.840
1908, 0.140, 0.840
1909, 0.140, 0.840
1910, 0.140, 0.840
1911, 0.140, 0.840
1912, 0.140, 0.840
1913, 0.140, 0.840
1914, 0.140, 0.840
1915, 0.140, 0.840
1916, 0.140, 0.840
1917, 0.140, 0.840
1918, 0.140, 0.840
1919, 0.140, 0.840
1920, 0.140, 0.840
1921, 0.140, 0.840
1922, 0.140, 0.840
1923, 0.140, 0.840
1924, 0.140, 0.840
1925, 0.140, 0.840
1926, 0.140, 0.840
1927, 0.140, 0.840
1928, 0.140, 0.840
1929, 0.140, 0.840
1930, 0.140, 0.840
1931, 0.140, 0.840
1932, 0.140, 0.840
1933, 0.140, 0.840
1934, 0.140, 0.840
1935, 0.140, 0.840
1936, 0.140, 0.840
1937, 0.140, 0.840
1938, 0.140, 0.840
1939, 0.140, 0.840
1940, 0.140, 0.840
1941, 0.140, 0.840
1942, 0.140, 0.840
1943, 0.140, 0.840
1944, 0.140, 0.840
1945, 0.140, 0.840
1946, 0.140, 0.840
1947, 0.140, 0.840
1948, 0.140, 0.840
1949, 0.140, 0.840
1950, 0.140, 0.840
1951, 0.140, 0.840
1952, 0.140, 0.840
1953, 0.140, 0.840
1954, 0.140, 0.840
1955, 0.140, 0.840
1956, 0.140, 0.840
1957, 0.140, 0.840
1958, 0.140, 0.840
1959, 0.140, 0.840
1960, 0.140, 0.840
1961, 0.140, 0.840
1962, 0.140, 0.840
1963, 0.140, 0.840
1964, 0.140, 0.840
1965, 0.140, 0.840
1966, 0.140, 0.840
1967, 0.140, 0.840
1968, 0.140, 0.840
1969, 0.140, 0.840
1970, 0.140, 0.840
1971, 0.140, 0.840
1972, 0.140, 0.840
1973, 0.140, 0.840
1974, 0.140, 0.840
1975, 0.140, 0.840
1976, 0.140, 0.840
1977, 0.140, 0.840
1978, 0.140, 0.840
1979, 0.140, 0.840
1980, 0.140, 0.840
1981, 0.140, 0.840
1982, 0.140, 0.840
1983, 0.140, 0.840
1984, 0.140, 0.840
1985, 0.140, 0.840
1986, 0.140, 0.840
1987, 0.140, 0.840
1988, 0.140, 0.840
1989, 0.140, 0.840
1990, 0.140, 0.840
1991, 0.140, 0.840
1992, 0.140, 0.840
1993, 0.140, 0.840
1994, 0.140, 0.840
1995, 0.140, 0.840
1996, 0.140, 0.840
1997, 0.140, 0.840
1998, 0.140, 0.840
1999, 0.140, 0.840
2000, 0.140, 0.840
2001, 0.140, 0.840
2002, 0.140, 0.840
2003, 0.140, 0.840
2004, 0.140, 0.840
2005, 0.140, 0.840
2006, 0.140, 0.840
2007, 0.140, 0.840
2008, 0.140, 0.840
2009, 0.140, 0.840
2010, 0.140, 0.840
2011, 0.140, 0.840
2012, 0.140, 0.840
2013, 0.140, 0.840
2014, 0.140, 0.840
2015, 0.140, 0.840
2016, 0.140, 0.840
2017, 0.140, 0.840
2018, 0.140, 0.840
2019, 0.140, 0.840
2020, 0.140, 0.840
2021, 0.140, 0.840
2022, 0.140, 0.840
2023, 0.140, 0.840
2024, 0.140, 0.840
2025, 0.140, 0.840
2026, 0.140, 0.840
2027, 0.140, 0.840
2028, 0.140, 0.840
2029, 0.140, 0.840
2030, 0.140, 0.840
2031, 0.140, 0.840
2032, 0.140, 0.840
2033, 0.140, 0.840
2034, 0.140, 0.840
2035, 0.140, 0.840
2036, 0.140, 0.840
2037, 0.140, 0.840
2038, 0.140, 0.840
2039, 0.140, 0.840
2040, 0.140, 0.840
2041, 0.140, 0.840
2042, 0.140, 0.840
2043, 0.140, 0.840
2044, 0.140, 0.840
2045, 0.140, 0.840
2046, 0.140, 0.840
2047, 0.140, 0.840
2048, 0.140, 0.840
2049, 0.140, 0.840
2050, 0.140, 0.840
2051, 0.140, 0.840
2052, 0.140, 0.840
2053, 0.140, 0.840
2054, 0.140, 0.840
2055, 0.140, 0.840
2056, 0.140, 0.840
2057, 0.140, 0.840
2058, 0.140, 0.840
2059, 0.140, 0.840
2060, 0.140, 0.840
2061, 0.140, 0.840
2062, 0.140, 0.840
2063, 0.140, 0.840
2064, 0.140, 0.840
2065, 0.140, 0.840
2066, 0.140, 0.840
2067, 0.140, 0.840
2068, 0.140, 0.840
2069, 0.140, 0.840
2070, 0.140, 0.840
2071, 0.140, 0.840
2072, 0.140, 0.840
2073, 0.140, 0.840
2074, 0.140, 0.840
2075, 0.140, 0.840
2076, 0.140, 0.840
2077, 0.140, 0.840
2078, 0.140, 0.840
2079, 0.140, 0.840
2080, 0.140, 0.840
2081, 0.140, 0.840
2082, 0.140, 0.840
2083, 0.140, 0.840
2084, 0.140, 0.840
2085, 0.140, 0.840
2086, 0.140, 0.840
2087, 0.140, 0.840
2088, 0.140, 0.840
2089, 0.140, 0.840
2090, 0.140, 0.840
2091, 0.140, 0.840
2092, 0.140, 0.840
2093, 0.140, 0.840
2094, 0.140, 0.840
2095, 0.140, 0.840
2096, 0.140, 0.840
2097, 0.140, 0.840
2098, 0.140, 0.840
2099, 0.140, 0.840
2100, 0.140, 0.840
2101, 0.140, 0.840
2102, 0.140, 0.840
2103, 0.140, 0.840
2104, 0.130, 0.850
2105, 0.130, 0.850
2106, 0.130, 0.850
2107, 0.130, 0.850
2108, 0.130, 0.850
2109, 0.130, 0.850
2110, 0.130, 0.850
2111, 0.130, 0.850
2112, 0.130, 0.850
2113, 0.130, 0.850
2114, 0.130, 0.850
2115, 0.130, 0.850
2116, 0.130, 0.850
2117, 0.130, 0.850
2118, 0.130, 0.850
2119, 0.130, 0.850
2120, 0.130, 0.850
2121, 0.130, 0.850
2122, 0.130, 0.850
2123, 0.130, 0.850
2124, 0.130, 0.850
2125, 0.130, 0.850
2126, 0.130, 0.850
2127, 0.130, 0.850
2128, 0.130, 0.850
2129, 0.130, 0.850
2130, 0.130, 0.850
2131, 0.130, 0.850
2132, 0.130, 0.850
2133, 0.130, 0.850
2134, 0.130, 0.850
2135, 0.130, 0.850
2136, 0.130, 0.850
2137, 0.130, 0.850
2138, 0.130, 0.850
2139, 0.130, 0.850
2140, 0.130, 0.850
2141, 0.130, 0.850
2142, 0.130, 0.850
2143, 0.130, 0.850
2144, 0.130, 0.850
2145, 0.130, 0.850
2146, 0.130, 0.850
2147, 0.130, 0.850
2148, 0.130, 0.850
2149, 0.130, 0.850
2150, 0.130, 0.850
2151, 0.130, 0.850
2152, 0.130, 0.850
2153, 0.130, 0.850
2154, 0.130, 0.850
2155, 0.130, 0.850
2156, 0.130, 0.850
2157, 0.130, 0.850
2158, 0.130, 0.850
2159, 0.130, 0.850
2160, 0.130, 0.850
2161, 0.130, 0.850
2162, 0.130, 0.850
2163, 0.130, 0.850
2164, 0.130, 0.850
2165, 0.130, 0.850
2166, 0.130, 0.850
2167, 0.130, 0.850
2168, 0.130, 0.850
2169, 0.130, 0.850
2170, 0.130, 0.850
2171, 0.130, 0.850
2172, 0.130, 0.850
2173, 0.130, 0.850
2174, 0.130, 0.850
2175, 0.130, 0.850
2176, 0.130, 0.850
2177, 0.130, 0.850
2178, 0.130, 0.850
2179, 0.130, 0.850
2180, 0.130, 0.850
2181, 0.130, 0.850
2182, 0.130, 0.850
2183, 0.130, 0.850
2184, 0.130, 0.850
2185, 0.130, 0.850
2186, 0.130, 0.850
2187, 0.130, 0.850
2188, 0.130, 0.850
2189, 0.130, 0.850
2190, 0.130, 0.850
2191, 0.130, 0.850
2192, 0.130, 0.850
2193, 0.130, 0.850
2194, 0.130, 0.850
2195, 0.130, 0.850
2196, 0.130, 0.850
2197, 0.130, 0.850
2198, 0.130, 0.850
2199, 0.130, 0.850
2200, 0.130, 0.850
2201, 0.130, 0.850
2202, 0.130, 0.850
2203, 0.130, 0.850
2204, 0.130, 0.850
2205, 0.130, 0.850
2206, 0.130, 0.850
2207, 0.130, 0.850
2208, 0.130, 0.850
2209, 0.130, 0.850
2210, 0.130, 0.850
2211, 0.130, 0.850
2212, 0.130, 0.850
2213, 0.130, 0.850
2214, 0.130, 0.850
2215, 0.130, 0.850
2216, 0.130, 0.850
2217, 0.130, 0.850
2218, 0.130, 0.850
2219, 0.130, 0.850
2220, 0.130, 0.850
2221, 0.130, 0.850
2222, 0.130, 0.850
2223, 0.130, 0.850
2224, 0.130, 0.850
2225, 0.130, 0.850
2226, 0.130, 0.850
